S.No,name,title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,have_high_title
242,Walda Frey (daughter of Lothar),no_title,0,unknown,294.0,House Frey,0,1,1,1,0,0,0,11.0,0,0.0869565217391304,1,0
243,Walda Frey (daughter of Edwyn),no_title,0,unknown,290.0,House Frey,0,1,1,1,0,0,0,15.0,0,0.103678929765886,1,0
244,Walda Frey (daughter of Rhaegar),no_title,0,unknown,288.0,House Frey,0,0,0,0,0,0,0,17.0,0,0.0,1,0
245,Walda Frey (daughter of Walton),no_title,0,unknown,280.0,House Frey,0,0,0,0,0,0,0,25.0,0,0.0,1,0
246,Walda Frey (daughter of Merrett),no_title,0,unknown,283.0,House Frey,0,0,0,0,0,1,0,22.0,0,0.0,1,0
247,Walda Rivers (daughter of Aemon),no_title,0,unknown,295.0,House Frey,0,0,1,0,0,0,0,10.0,0,0.0267558528428093,1,0
248,Walder Frey (son of Jammos),no_title,1,unknown,291.0,House Frey,0,0,0,0,0,0,0,14.0,0,0.0,1,0
249,Walder Frey (son of Emmon),no_title,0,unknown,285.0,House Frey of Riverrun,0,0,0,0,0,0,0,20.0,0,0.0,1,0
250,Walder Frey (son of Ryman),no_title,1,Rivermen,260.0,House Frey,0,0,0,0,0,0,0,45.0,0,0.0,1,0
251,Walder Frey (son of Merrett),no_title,1,unknown,291.0,House Frey,0,0,0,0,0,0,0,9.0,0,0.0,0,0
252,Wallen,no_title,0,unknown,,Night's Watch,1,0,0,0,0,0,0,,0,0.020066889632107,0,0
253,Walton,no_title,1,northmen,,House Bolton,0,1,1,1,1,0,0,,0,0.0468227424749163,1,0
254,Walys Flowers,no_title,1,Reach,,unknown,0,0,0,0,1,0,1,,0,0.0234113712374581,0,0
255,Wat (Barleycorn),no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0066889632107023,1,0
256,Blue Bard,no_title,1,unknown,,House Tyrell,0,0,0,1,1,0,0,,0,0.0535117056856187,1,0
257,Wat (orphan),no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0033444816053511,1,0
258,Wat (sailor),no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
259,Wat (Standfast),no_title,0,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
260,Wat (Wet),no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0066889632107023,1,0
261,Wate,no_title,0,unknown,,House Targaryen,0,0,0,0,0,0,0,,0,0.0,1,0
262,Watt,no_title,1,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0167224080267558,0,0
263,Wayn (guard),no_title,1,Northmen,,House Stark,1,0,0,0,0,0,0,,0,0.0100334448160535,1,0
264,Weasel,no_title,1,unknown,296.0,unknown,0,1,0,0,0,0,0,9.0,0,0.0167224080267558,1,0
265,Wendell Webber,no_title,1,unknown,,House Webber,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
266,Wendello Qar Deeth,no_title,0,Qartheen,,unknown,0,1,0,0,0,0,0,,0,0.0100334448160535,1,0
267,Werlag,no_title,0,Ironborn,,House Greyjoy,0,1,0,0,0,0,0,,0,0.0066889632107023,1,0
268,Rafford,no_title,1,unknown,,House Clegane,0,1,1,1,1,0,0,,0,0.0969899665551839,0,0
269,Jhogo,no_title,0,Dothraki,281.0,House Targaryen,1,1,1,1,1,0,0,24.0,0,0.20066889632107,1,0
270,Sour Alyn,no_title,1,unknown,,House Bolton,0,0,0,0,1,0,0,,0,0.0434782608695652,1,0
271,Tobho Mott,no_title,1,Qohor,,unknown,1,1,1,1,1,0,0,,0,0.0836120401337792,1,0
272,Zollo,no_title,1,Dothraki,,Brave Companions,0,0,1,1,0,0,0,,0,0.0367892976588628,1,0
273,Tanda Stokeworth,no_title,0,unknown,,House Stokeworth,1,1,1,1,1,0,1,,1,0.113712374581939,0,0
274,Samwell Tarly,no_title,1,Westeros,283.0,Night's Watch,1,1,1,1,1,0,0,22.0,0,0.969899665551839,1,0
275,Abelar Hightower,no_title,1,unknown,,House Hightower,0,0,0,0,0,0,1,,0,0.0,1,0
276,Addam Frey,no_title,1,unknown,,House Frey,0,0,0,0,0,0,1,,0,0.0267558528428093,1,0
277,Addam,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
278,Addam Osgrey,no_title,1,unknown,183.0,House Osgrey,0,0,0,0,0,0,0,13.0,0,0.0367892976588628,0,0
279,Aegon Frey (son of Aenys),no_title,1,unknown,253.0,House Frey,0,0,0,0,0,0,0,52.0,0,0.0,1,0
280,Aegon Frey (son of Stevron),no_title,1,unknown,249.0,House Frey,0,0,0,0,0,0,0,50.0,0,0.0,0,0
281,Aegon I Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,6,1.0,0,0
282,Aegon II Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,7,0.759197324414715,0,0
283,Aegon IV Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,15,0.675585284280936,0,0
284,Aegon Targaryen (son of Baelon),Prince,1,Valyrian,,House Targaryen,0,0,0,0,0,0,1,,0,0.0,1,1
285,Aegon III Targaryen,no_title,1,Valyrian,,unknown,0,0,0,0,0,0,0,,8,0.625418060200668,0,0
286,Aegon Targaryen (son of Jaehaerys I),Prince,0,Valyrian,50.0,House Targaryen,0,0,0,0,0,0,1,100.0,0,0.0,0,1
287,Aegon Targaryen (son of Aenys I),Prince,1,Valyrian,26.0,House Targaryen,0,0,0,0,0,1,1,17.0,0,0.0,0,1
288,Aegon Targaryen (son of Rhaegar),no_title,1,Valyrian,281.0,House Targaryen,0,0,0,0,0,0,0,2.0,0,0.0,0,0
289,Aemon Costayne,no_title,1,unknown,,House Costayne,0,0,1,0,0,0,0,,0,0.0100334448160535,1,0
290,Aenys I Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,5,0.57190635451505,0,0
291,Aethan,no_title,0,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0100334448160535,1,0
292,Aethelmure,no_title,0,unknown,,unknown,1,0,0,0,0,0,1,,0,0.0133779264214046,1,0
293,Aggar,no_title,1,unknown,,House Greyjoy,0,1,0,0,1,0,0,,0,0.0267558528428093,0,0
294,Agrivane,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
295,Aerys I Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,3,0.622073578595317,0,0
296,Alaric of Eysen,no_title,0,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0167224080267558,1,0
297,Aerys II Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,10,1.0,0,0
298,Alebelly,no_title,1,Northmen,,House Stark,0,1,0,0,0,0,0,,0,0.0301003344481605,0,0
299,Alequo Adarys,no_title,1,Tyroshi,,Band of Nine,0,0,0,0,0,0,0,,0,0.0133779264214046,0,0
300,Alester Oakheart,no_title,1,unknown,,House Oakheart,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
301,Alia,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0,1,0
302,All-for-Joffrey,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0066889632107023,0,0
303,Allaquo,no_title,1,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.020066889632107,1,0
304,Allyria Dayne,no_title,0,unknown,,House Dayne,0,0,1,0,0,0,0,,0,0.0234113712374581,1,0
305,Alicent Hightower,no_title,0,unknown,88.0,House Hightower,0,0,0,0,0,1,1,45.0,4,0.267558528428093,0,0
306,Alyce,no_title,1,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
307,Alvyn Sharp,no_title,1,Ironborn,,House Sharp,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
308,Alyn Hunt,no_title,1,unknown,,House Hunt,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
309,Alys Arryn,no_title,0,unknown,,House Arryn,0,0,0,1,0,1,0,,1,0.0802675585284281,1,0
310,Alysanne Bracken,no_title,0,unknown,,House Bracken,0,0,0,0,1,0,0,,0,0.0334448160535117,1,0
311,Alyn Velaryon,Lord,1,Valyrian,115.0,House Velaryon,0,0,0,1,1,1,1,56.0,0,0.160535117056856,0,1
312,Alysanne Osgrey,no_title,0,unknown,188.0,House Osgrey,0,0,0,0,0,0,0,21.0,0,0.0267558528428093,0,0
313,Alyssa Arryn,no_title,0,unknown,,House Arryn,1,0,0,0,0,0,0,,0,0.0066889632107023,1,0
314,Alysanne Hightower,no_title,0,unknown,,House Hightower,0,0,0,1,0,1,0,,0,0.0568561872909698,1,0
315,Amabel,no_title,0,unknown,,House Whent,0,1,1,0,0,0,0,,0,0.0033444816053511,1,0
316,Ambrode,no_title,0,Ironborn,,unknown,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
317,Andrey Dalt,no_title,0,Dornish,,House Dalt,0,0,0,1,0,0,1,,0,0.0367892976588628,1,0
318,Andrey Charlton,no_title,1,unknown,,House Charlton,0,1,0,0,0,0,1,,0,0.0133779264214046,0,0
319,Argrave the Defiant,no_title,1,unknown,,House Butterwell,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
320,Armen,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0301003344481605,1,0
321,Arneld,no_title,1,unknown,,unknown,0,1,0,0,0,0,1,,0,0.0033444816053511,1,0
322,Arnell,no_title,1,unknown,,Night's Watch,0,1,0,0,0,0,1,,0,0.0066889632107023,1,0
323,Arrec Durrandon,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0,1,0
324,Arron,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0434782608695652,1,0
325,Arryk (guard),no_title,0,unknown,,House Tyrell,0,0,0,0,0,0,0,,0,0.0,1,0
326,Arron Qorgyle,no_title,1,unknown,,House Qorgyle,0,0,1,1,0,0,1,,0,0.0234113712374581,1,0
327,Arson,no_title,1,Free Folk,,unknown,0,0,1,0,0,0,0,,0,0.0,1,0
328,Aubrey Ambrose,no_title,1,unknown,,House Ambrose,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
329,Ayrmidon,no_title,0,Valyrian,,unknown,1,0,0,0,0,0,0,,0,0.0066889632107023,1,0
330,Baelon Targaryen (son of Viserys I),Prince,1,Valyrian,105.0,House Targaryen,0,0,0,0,0,0,1,0.0,0,0.100334448160535,0,1
331,Baelon Targaryen (son of Aerys),Lord,0,Valyrian,,House Targaryen,0,0,0,0,0,0,1,,0,0.0434782608695652,1,1
332,Balon Botley,no_title,1,Ironborn,,House Botley,0,0,0,1,0,0,0,,0,0.0501672240802675,1,0
333,Baelor Targaryen (son of Daeron II),Prince,1,unknown,170.0,House Targaryen,0,0,1,0,0,1,1,39.0,3,0.474916387959866,0,1
334,Bandy,no_title,0,Northmen,,House Stark,0,1,0,1,0,0,0,,0,0.020066889632107,1,0
335,Bannen,no_title,1,unknown,,Night's Watch,0,1,1,0,0,0,0,,0,0.0334448160535117,0,0
336,Barre,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
337,Barbara Bracken,no_title,0,unknown,,House Bracken,0,0,0,0,1,0,0,,0,0.0301003344481605,1,0
338,Barth (brewer),no_title,1,unknown,,House Stark,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
339,Bass,no_title,0,unknown,,Night's Watch,1,0,0,0,0,0,0,,0,0.0,1,0
340,Bearded Ben,no_title,1,unknown,,Night's Watch,0,0,0,1,1,0,0,,0,0.0234113712374581,1,0
341,Becca,no_title,1,unknown,,House Arryn,1,0,0,0,0,0,0,,0,0.0033444816053511,1,0
342,Beck,no_title,1,unknown,299.0,unknown,0,0,1,0,0,0,1,6.0,0,0.0,1,0
343,Belandra,no_title,0,unknown,,House Martell,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
344,Beldecar,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
345,Belis,no_title,1,unknown,,Alchemists' Guild,0,0,1,0,0,0,1,,0,0.020066889632107,1,0
346,Bellonara Otherys,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
347,Bella,no_title,0,unknown,283.0,unknown,0,0,1,1,0,0,0,22.0,0,0.0836120401337792,1,0
348,Ben,no_title,1,unknown,293.0,unknown,0,0,0,1,0,0,0,12.0,0,0.0100334448160535,1,0
349,Ben Blackthumb,no_title,1,unknown,,House Whent,0,1,0,1,0,0,0,,0,0.0267558528428093,1,0
350,Ben Bones,no_title,1,unknown,,House Bolton,0,0,0,0,1,0,0,,0,0.0334448160535117,1,0
351,Ben Bushy,no_title,0,unknown,,House Bushy,0,0,0,1,0,0,1,,0,0.0234113712374581,0,0
352,Benedict,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
353,Benjen Stark (Bitter),no_title,1,Northmen,,unknown,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
354,Benjen Stark (Sweet),no_title,1,Northmen,,unknown,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
355,Bennet,no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
356,Bennis,no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,1,,0,0.0367892976588628,1,0
357,Beqqo,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0033444816053511,1,0
358,Bennarion Botley,no_title,1,Ironborn,,House Botley,0,0,0,1,0,0,0,,0,0.0468227424749163,1,0
359,Beron Blacktyde,no_title,0,unknown,,House Blacktyde,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
360,Bertram Beesbury,no_title,1,unknown,,House Beesbury,0,0,1,0,0,0,1,,0,0.0033444816053511,1,0
361,Bessa,no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
362,Bessa (Winterfell),no_title,0,Northmen,,unknown,1,0,0,0,0,0,0,,0,0.0033444816053511,1,0
363,Bess Bracken,no_title,0,unknown,,House Bracken,0,0,0,0,1,0,0,,0,0.0301003344481605,1,0
364,Bethany (Blushing Bethany),no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
365,Bethany Fair-Fingers,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
366,Bharbo,no_title,0,Dothraki,,unknown,1,0,0,0,0,0,0,,2,0.0033444816053511,1,0
367,Big Boil,no_title,1,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
368,Blind Doss,no_title,0,Free folk,,unknown,0,0,0,0,0,0,0,,0,0.0,1,0
369,Blane,no_title,1,unknown,,Night's Watch,0,1,1,0,0,0,0,,0,0.020066889632107,1,0
370,Bodger,no_title,0,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
371,Borcas,no_title,1,unknown,,Night's Watch,1,0,0,0,0,0,0,,0,0.0,1,0
372,Bors,no_title,1,unknown,,House Martell,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
373,Borroq,no_title,1,Free folk,,unknown,0,0,0,0,1,0,0,,0,0.0267558528428093,1,0
374,Boy,no_title,1,unknown,284.0,unknown,0,0,1,1,0,0,0,21.0,0,0.0100334448160535,1,0
375,Brandon Stark (Bad),King,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0167224080267558,1,1
376,Brandon Stark (Burner),no_title,1,Northmen,,unknown,1,1,0,0,0,0,0,,0,0.0334448160535117,1,0
377,Brandon Stark (the daughterless),no_title,1,Northmen,,House Stark,0,1,0,0,0,0,1,,0,0.0334448160535117,1,0
378,Brandon Stark (son of Cregan),no_title,1,Northmen,,House Stark,0,1,0,0,0,1,1,,0,0.1438127090301,1,0
379,Brandon Stark (Shipwright),no_title,1,Northmen,,unknown,1,1,0,0,0,0,0,,0,0.0367892976588628,1,0
380,Brea,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0234113712374581,1,0
381,Brella,no_title,0,unknown,,House Baratheon,0,0,1,1,0,0,0,,0,0.0167224080267558,1,0
382,Brenett,no_title,1,unknown,,House Frey,0,0,1,0,0,0,1,,0,0.0033444816053511,1,0
383,Briar,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0100334448160535,1,0
384,Brogg,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
385,Brusco,no_title,1,Braavosi,,unknown,0,0,0,1,1,0,0,,0,0.0468227424749163,1,0
386,Brown Bernarr,no_title,0,unknown,,Night's Watch,0,1,1,0,0,0,0,,0,0.0234113712374581,0,0
387,Bryan of Oldtown,no_title,0,Reach,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
388,Bryen,no_title,1,unknown,220.0,House Baelish,0,0,1,0,0,0,0,85.0,0,0.0167224080267558,1,0
389,Buford Bulwer,no_title,1,unknown,,House Bulwer,0,0,0,0,0,0,1,,0,0.0167224080267558,1,0
390,Bump,no_title,1,Free folk,,unknown,0,0,0,0,1,0,0,,0,0.0234113712374581,1,0
391,Buu,no_title,0,unknown,,unknown,1,0,0,0,0,0,0,,0,0.0,1,0
392,Byan Votyris,no_title,1,Norvoshi,,unknown,1,0,0,0,0,0,0,,0,0.0,1,0
393,Byam Flint,no_title,1,unknown,,Night's Watch,0,0,1,0,0,0,1,,0,0.020066889632107,0,0
394,Byren Flowers,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
395,Byron,no_title,0,unknown,,House Baelish,0,0,0,1,1,0,1,,0,0.020066889632107,1,0
396,Cadwyl,no_title,1,Ironborn,,House Greyjoy,0,1,1,0,0,0,0,,0,0.0100334448160535,1,0
397,Lord Cafferen,Lord,1,unknown,,House Cafferen,0,0,1,0,0,0,1,,0,0.020066889632107,0,1
398,Calon,no_title,0,Northmen,,House Stark,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
399,Cadwyn,no_title,0,unknown,,House Lannister,0,1,0,0,0,0,1,,0,0.0,1,0
400,Canker Jeyne,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
401,Carellen Smallwood,no_title,0,unknown,,House Smallwood,0,0,1,1,0,0,0,,0,0.0367892976588628,1,0
402,Cass,no_title,0,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0167224080267558,1,0
403,Carrot,no_title,0,unknown,,House Royce of the Gates of the Moon,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
404,Castos,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
405,Cedra,no_title,0,unknown,,House Martell,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
406,Catelyn Bracken,no_title,0,unknown,,House Bracken,0,0,0,0,1,0,0,,0,0.0301003344481605,1,0
407,Cedric Payne,no_title,1,unknown,,House Payne,0,0,0,1,0,0,1,,0,0.0133779264214046,0,0
408,Cedrik Storm,no_title,0,unknown,,House Buckler,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
409,Cerrick,no_title,1,Ironborn,,House Webber,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
410,Cetheres,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
411,Catelyn Stark,no_title,0,Rivermen,264.0,House Tully,0,0,0,0,0,1,1,35.0,7,0.0,0,0
412,Cheyk,no_title,0,unknown,,Black Ears,1,1,0,0,1,0,0,,0,0.0133779264214046,1,0
413,Chiggen,no_title,1,unknown,,unknown,1,0,0,0,0,0,0,,0,0.0167224080267558,0,0
414,Clarence Crabb,no_title,1,unknown,,House Crabb,0,0,0,1,0,0,1,,0,0.0267558528428093,1,0
415,Clarence Charlton,no_title,0,unknown,,House Charlton,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
416,Clarence Crabb (Short),no_title,1,unknown,,House Crabb,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
417,Clement,no_title,1,unknown,251.0,unknown,0,0,0,1,0,0,1,54.0,0,0.0133779264214046,1,0
418,Cleyton Caswell,no_title,0,unknown,,House Caswell,0,0,0,0,0,0,1,,0,0.0033444816053511,1,0
419,Clifford Conklyn,no_title,1,unknown,,House Conklyn,0,0,0,0,0,0,1,,0,0.0066889632107023,1,0
420,Colen of Greenpools,no_title,1,unknown,,House Baratheon,0,1,0,0,0,0,1,,0,0.0167224080267558,1,0
421,Collio Quaynis,no_title,1,Tyroshi,,unknown,0,0,1,0,0,0,0,,0,0.0167224080267558,1,0
422,Conn,no_title,1,Vale mountain clans,,Stone Crows,1,0,0,0,0,0,0,,0,0.0133779264214046,0,0
423,Coratt,no_title,1,Vale mountain clans,,Stone Crows,1,0,0,0,0,0,0,,0,0.0033444816053511,1,0
424,Cosgrove,no_title,0,unknown,,House Butterwell,0,0,0,0,0,0,1,,0,0.0,1,0
425,Cossomo,no_title,1,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
426,Courtenay Greenhill,no_title,0,unknown,,House Greenhill,0,0,0,1,0,0,1,,0,0.0,1,0
427,Cregan Karstark,no_title,1,Northmen,249.0,House Karstark,0,0,0,0,1,0,0,56.0,0,0.0668896321070234,1,0
428,Cutjack,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0334448160535117,1,0
429,Dacks,no_title,1,unknown,,House Redfort,1,0,0,0,0,0,0,,0,0.0,1,0
430,Daella Targaryen (daughter of Jaehaerys I),no_title,0,Valyrian,54.0,House Targaryen,0,0,0,0,0,1,1,28.0,0,0.0869565217391304,0,0
431,Daella Targaryen (daughter of Maekar I),no_title,1,Valyrian,199.0,House Targaryen,0,0,0,0,0,0,1,100.0,0,0.0802675585284281,0,0
432,Daenerys Targaryen (daughter of Aegon IV),no_title,0,unknown,172.0,House Targaryen,0,0,0,0,1,1,1,100.0,10,0.0936454849498327,0,0
433,Daeron I Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,7,0.518394648829431,0,0
434,Daena Targaryen,no_title,0,Valyrian,145.0,House Targaryen,0,0,0,0,0,1,1,100.0,7,0.227424749163879,0,0
435,Daeryssa,no_title,0,unknown,,unknown,1,0,0,0,0,0,1,,0,0.0066889632107023,1,0
436,Daeron Targaryen (son of Viserys I),no_title,1,unknown,114.0,House Targaryen,0,0,0,0,0,0,1,16.0,0,0.227424749163879,0,0
437,Dagon Ironmaker,no_title,1,Ironborn,,House Ironmaker,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
438,Daeron Targaryen (son of Maekar I),Prince,1,unknown,190.0,House Targaryen,0,1,0,1,0,1,1,31.0,0,0.130434782608695,0,1
439,Daeron II Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,10,0.765886287625418,0,0
440,Dake,no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0100334448160535,1,0
441,Dale Drumm,no_title,0,unknown,,House Drumm,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
442,Dalla (Dragonstone),no_title,0,unknown,,House Baratheon of Dragonstone,0,1,0,0,0,0,0,,0,0.0066889632107023,1,0
443,Damon Lannister (lord),no_title,1,Westerman,,House Lannister,0,0,0,0,0,1,1,,0,0.0,0,0
444,Dan,no_title,1,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0033444816053511,1,0
445,Damon Lannister (son of Jason),no_title,1,unknown,244.0,House Lannister,0,0,0,0,0,1,0,61.0,0,0.060200668896321,1,0
446,Darla Deddings,Lady,0,unknown,,House Deddings,0,0,0,0,0,0,1,,0,0.0100334448160535,1,1
447,Danos Slynt,no_title,1,unknown,,House Slynt,0,0,1,0,0,0,0,,0,0.0234113712374581,1,0
448,Daughter of the Dusk,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
449,Del,no_title,0,Free Folk,283.0,unknown,0,0,1,1,0,0,0,16.0,0,0.0133779264214046,0,0
450,Denestan,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
451,Denyo Terys,no_title,1,Braavosi,287.0,unknown,0,0,0,1,0,0,0,18.0,0,0.0167224080267558,1,0
452,Dennis Plumm,no_title,1,unknown,,House Plumm,0,0,1,1,0,0,1,,0,0.0267558528428093,1,0
453,Denys Drumm,no_title,1,Ironborn,,House Drumm,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
454,Denys Redwyne,no_title,1,unknown,,House Redwyne,0,0,0,1,0,0,0,,0,0.0735785953177257,1,0
455,Denyse Hightower,no_title,0,unknown,,House Hightower,0,0,0,1,0,1,0,,0,0.0735785953177257,1,0
456,Dhazzar,no_title,0,Ghiscari,,unknown,0,0,0,0,1,0,1,,0,0.0133779264214046,1,0
457,Dick Follard,no_title,1,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0301003344481605,0,0
458,Dickon Manwoody,no_title,1,unknown,,House Manwoody,0,0,1,1,0,0,0,,0,0.0267558528428093,1,0
459,Dobber,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0267558528428093,0,0
460,Donnel Drumm,no_title,1,Ironborn,,House Drumm,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
461,Donel Greyjoy,no_title,1,Ironborn,,House Greyjoy,0,0,0,1,0,0,0,,0,0.060200668896321,1,0
462,Donella Hornwood,no_title,0,Northmen,249.0,House Manderly,0,1,0,0,1,1,1,50.0,0,0.0969899665551839,0,0
463,Donnel Hill,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0434782608695652,1,0
464,Donnis,no_title,0,Northmen,,House Stark,1,0,0,0,0,0,0,,0,0.0066889632107023,1,0
465,Donyse,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0,1,0
466,Dorcas,no_title,0,unknown,,House Lannister,0,0,0,1,0,0,0,,0,0.020066889632107,1,0
467,Dornish Dilly,no_title,0,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0033444816053511,0,0
468,Dorren Stark,no_title,1,Northmen,,unknown,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
469,Draqaz,no_title,0,Ghiscari,,unknown,0,0,0,0,1,0,1,,0,0.0167224080267558,1,0
470,Drennan,no_title,1,Ironborn,,House Greyjoy,0,1,0,0,0,0,0,,0,0.0133779264214046,0,0
471,Dudley,no_title,1,unknown,,unknown,0,0,1,0,0,0,1,,0,0.0,1,0
472,Dryn,no_title,1,Free Folk,,unknown,0,0,1,1,1,0,0,,0,0.0167224080267558,1,0
473,Dunaver,no_title,0,unknown,,House Lannister,0,1,0,0,0,0,1,,0,0.0066889632107023,1,0
474,Durran,no_title,1,First Men,,unknown,0,0,0,0,0,0,0,,0,0.0434782608695652,1,0
475,Dyah,no_title,0,Free Folk,,unknown,0,0,1,1,0,1,0,,0,0.0167224080267558,1,0
476,Dykk Harlaw,no_title,1,unknown,,House Harlaw,0,1,0,0,0,0,0,,0,0.0100334448160535,0,0
477,Easy,no_title,1,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0033444816053511,0,0
478,Duncan Targaryen,Prince,1,unknown,220.0,House Targaryen,0,0,1,1,1,1,1,39.0,6,0.140468227424749,0,1
479,Edgerran Oakheart,Lord,1,unknown,,House Oakheart,0,0,0,1,0,0,1,,0,0.0066889632107023,1,1
480,Eden Risley,no_title,1,unknown,,House Risley,0,0,0,0,0,0,1,,0,0.0033444816053511,1,0
481,Edmund Ambrose,no_title,0,unknown,,House Ambrose,0,0,0,1,0,0,1,,0,0.0234113712374581,1,0
